Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train IoU,Val IoU
1,0.570446202903986,0.5256735861301423,0.8541957736974632,0.9532358308025247,0.13158261956333048,0.03205367994962381
2,0.5385068193078041,0.5398591816425323,0.9100031630431762,0.9038383680769014,0.24300178316844642,0.26081265974718476
3,0.5139061894267798,0.5155963838100434,0.9302850931770781,0.9221982263611419,0.29724927830880804,0.2995058898616042
4,0.4910533592104912,0.48904169499874117,0.941459180989808,0.9461183234310472,0.34142291478741915,0.37399281589446204
5,0.46864432096481323,0.46851031184196473,0.9513370865959192,0.9521535680239431,0.38708368019677375,0.4131339465062804
6,0.4489585243165493,0.44877820312976835,0.9569603714523702,0.9570616756041033,0.42103520688805696,0.43890905146994014
7,0.4307072967290878,0.43442896008491516,0.9606510108322757,0.9580706609761803,0.44629879054333343,0.45204770142748996
8,0.41312303096055986,0.41538846790790557,0.9632071045983166,0.9616126836859575,0.466535239556241,0.47228809824083495
9,0.39713904187083243,0.40099464654922484,0.9651438843321609,0.9612273601845703,0.480399489873516,0.4745246903255882
10,0.37987597174942495,0.3759645402431488,0.9666930223754435,0.9668954885866357,0.49434180219166224,0.5046043986443851
11,0.36434239111840727,0.35889233350753785,0.9678430671655884,0.9681701088318555,0.5035106906106761,0.5187439716514322
12,0.3475509900599718,0.34346078634262084,0.9694451192267879,0.9679778975801349,0.5168929459122794,0.5209760547180569
13,0.33120980486273766,0.32581260800361633,0.9706376027804303,0.9703582261476423,0.528028038006707,0.5351478628239917
14,0.3161959506571293,0.30872740745544436,0.9715715464759267,0.972187735493566,0.5380988115964348,0.5493340781214378
15,0.30181841291487216,0.2937639832496643,0.9726083780064813,0.9737312274058144,0.5454398832366104,0.5619723402167277
16,0.28684154339134693,0.27859039306640626,0.9737459726070906,0.9758932296137242,0.5559421290378137,0.5697690325694412
17,0.2727225063368678,0.2683135747909546,0.9747085885467572,0.9743263692180558,0.5681221675140448,0.5731997668658296
18,0.26179809160530565,0.25751376450061797,0.9751815491195471,0.9747896319857072,0.5710457376031928,0.5790338525788578
19,0.2499974487349391,0.24468077570199967,0.9760172797751788,0.9765222367131484,0.5803878743149576,0.5847288744844822
20,0.23934520855546,0.23588561713695527,0.9767564598345732,0.9766843064540712,0.5876007186753093,0.5880995450352117
21,0.2305723886936903,0.22666161954402925,0.9772214659515375,0.9766142174489388,0.5919074884460116,0.5954014694409819
22,0.22195846270769834,0.21644535660743713,0.9776708479841266,0.9779360383609638,0.5981293467047579,0.6053558683251437
23,0.21366063375025987,0.20934851914644242,0.9782979598337548,0.9783143689330601,0.6048620548877424,0.6105917305577931
24,0.20630575865507125,0.2020624980330467,0.9787352683570886,0.9789637793443995,0.6099002966958352,0.6158036561643121
25,0.19889930989593269,0.19648921936750413,0.9792918511802763,0.978774846938327,0.6164048747410114,0.6176748692601293
26,0.19280360415577888,0.1889105334877968,0.9796787587318369,0.9801161760963425,0.6214954574540383,0.620010360894826
27,0.1866305200383067,0.1852863296866417,0.9801429858391117,0.9795763854023176,0.627022048106669,0.6271577017050161
28,0.18196774907410146,0.17930041402578353,0.9804742117309597,0.9804280176395422,0.6325779316156673,0.63494773936456
29,0.17510919235646724,0.17317520529031755,0.9811788653249176,0.9811100114165845,0.6416898695161878,0.6347752176664742
30,0.17138524036854505,0.16966647654771805,0.98138228382135,0.9809535866717178,0.6429720170081945,0.6450876933001795
